Organism Name	Organism Taxonomic ID	Assembly Accession	Assembly Name	Assembly Release Date	Assembly BioSample Accession	Assembly BioProject Accession	Assembly BioProject Lineage Parent Accessions	Source Database
Callyspongia manus	3133881	GCA_965112345.1	odCalManu1.1	2025-01-22	SAMEA115461784	PRJEB84238	PRJEB79297	SOURCE_DATABASE_GENBANK
Callyspongia manus	3133881	GCA_965112595.1	odCalManu1.1 alternate haplotype	2025-01-23	SAMEA115461784	PRJEB84239	PRJEB79297	SOURCE_DATABASE_GENBANK
Calodromius spilotus	1553381	GCA_977063495.1	icCalSpil2.1	2026-02-01	SAMEA10107060	PRJEB103060	PRJEB75289	SOURCE_DATABASE_GENBANK
Calodromius spilotus	1553381	GCA_977063465.1	icCalSpil2.1 alternate haplotype	2025-11-20	SAMEA10107060	PRJEB103061	PRJEB75289	SOURCE_DATABASE_GENBANK
Calonectris borealis	1323832	GCA_964195595.2	bCalBor7.hap1.2	2024-07-24	SAMEA114294356	PRJEB77030	PRJEB75561	SOURCE_DATABASE_GENBANK
Calonectris borealis	1323832	GCA_964196065.2	bCalBor7.hap2.2	2024-07-23	SAMEA114294356	PRJEB77029	PRJEB75561	SOURCE_DATABASE_GENBANK
Calophasia lunula	214073	GCA_964276575.1	ilCalLunu1.hap1.1	2024-10-28	SAMEA111458036	PRJEB81257	PRJEB79702	SOURCE_DATABASE_GENBANK
Calophasia lunula	214073	GCA_964276645.1	ilCalLunu1.hap2.1	2024-10-25	SAMEA111458036	PRJEB81258	PRJEB79702	SOURCE_DATABASE_GENBANK
Caloptilia elongella	1594243	GCA_977013245.1	ilCalElon2.hap2.1	2025-10-30	SAMEA117574217	PRJEB100638	PRJEB98346	SOURCE_DATABASE_GENBANK
Caloptilia elongella	1594243	GCA_977013295.1	ilCalElon2.hap1.1	2025-11-07	SAMEA117574217	PRJEB100637	PRJEB98346	SOURCE_DATABASE_GENBANK
Caloptilia hemidactylella	1857976	GCA_965267225.1	ilCalHemi2.hap1.1	2025-05-01	SAMEA116129975	PRJEB88985	PRJEB88368	SOURCE_DATABASE_GENBANK
Caloptilia hemidactylella	1857976	GCA_965267235.1	ilCalHemi2.hap2.1	2025-05-01	SAMEA116129975	PRJEB88984	PRJEB88368	SOURCE_DATABASE_GENBANK
Caloptilia rufipennella	1678910	GCA_965641945.2	ilCalRufi2.2	2026-02-01	SAMEA112221961	PRJEB92165	PRJEB89316	SOURCE_DATABASE_GENBANK
Caloptilia rufipennella	1678910	GCA_965642055.2	ilCalRufi2.2 alternate haplotype	2026-02-01	SAMEA112221961	PRJEB92164	PRJEB89316	SOURCE_DATABASE_GENBANK
Caloptilia suberinella	1666478	GCA_975706045.1	ilCalSube1.hap1.1	2025-10-26	SAMEA117574264	PRJEB97691	PRJEB91389	SOURCE_DATABASE_GENBANK
Caloptilia suberinella	1666478	GCA_975705735.1	ilCalSube1.hap2.1	2025-10-26	SAMEA117574264	PRJEB97690	PRJEB91389	SOURCE_DATABASE_GENBANK
Calvia quattuordecimguttata	419956	GCA_964059645.1	icCalQuat4.1	2024-06-06	SAMEA110044015	PRJEB76103	PRJEB74354	SOURCE_DATABASE_GENBANK
Calvia quattuordecimguttata	419956	GCA_964059575.1	icCalQuat4.1 alternate haplotype	2024-05-29	SAMEA110044015	PRJEB76102	PRJEB74354	SOURCE_DATABASE_GENBANK
Calymma communimacula	3127325	GCA_965194705.1	ilCalComm1.hap1.1	2025-03-10	SAMEA115811630	PRJEB86446	PRJEB84257	SOURCE_DATABASE_GENBANK
Calymma communimacula	3127325	GCA_965194365.1	ilCalComm1.hap2.1	2025-03-05	SAMEA115811630	PRJEB86447	PRJEB84257	SOURCE_DATABASE_GENBANK
Calystegia soldanella	136204	GCA_964235135.1	daCalSold1.hap1.1	2024-08-31	SAMEA10369537	PRJEB79099	PRJEB74619	SOURCE_DATABASE_GENBANK
Calystegia soldanella	136204	GCA_964235145.1	daCalSold1.hap2.1	2024-08-29	SAMEA10369537	PRJEB79098	PRJEB74619	SOURCE_DATABASE_GENBANK
Campiglossa producta	2691756	GCA_964058745.1	idCamProd1.hap1.1	2024-06-05	SAMEA113425452	PRJEB75822	PRJEB73429	SOURCE_DATABASE_GENBANK
Campiglossa producta	2691756	GCA_964058755.1	idCamProd1.hap2.1	2024-05-21	SAMEA113425452	PRJEB75821	PRJEB73429	SOURCE_DATABASE_GENBANK
Campylopus flexuosus	96529	GCA_976985155.1	cbCamFlex1.1	2025-10-26	SAMEA114223096	PRJEB98408	PRJEB97832	SOURCE_DATABASE_GENBANK
Campylopus introflexus	98324	GCA_975300755.1	cbCamIntr1.1	2025-10-26	SAMEA114223112	PRJEB96864	PRJEB94776	SOURCE_DATABASE_GENBANK
Candelabrum cocksii	264050	GCA_963930725.1	jhCanCock6.1	2024-01-31	SAMEA13853375	PRJEB72168	PRJEB65672	SOURCE_DATABASE_GENBANK
Candelabrum cocksii	264050	GCA_963930785.1	jhCanCock6.1 alternate haplotype	2024-01-30	SAMEA13853375	PRJEB72169	PRJEB65672	SOURCE_DATABASE_GENBANK
Cantharis decipiens	877885	GCA_965642435.1	icCanDeci3.1	2025-07-19	SAMEA114806259	PRJEB93841	PRJEB76761	SOURCE_DATABASE_GENBANK
Cantharis decipiens	877885	GCA_965642375.1	icCanDeci3.1 alternate haplotype	2025-07-19	SAMEA114806259	PRJEB93840	PRJEB76761	SOURCE_DATABASE_GENBANK
Canthigaster rostrata	303740	GCA_977007075.1	fCanRos1.1	2025-11-07	SAMEA118808656	PRJEB94497	PRJEB94495	SOURCE_DATABASE_GENBANK
Capros aper	206100	GCA_965364685.1	fCapApe1.1	2025-07-02	SAMEA118442630	PRJEB90089	PRJEB90087	SOURCE_DATABASE_GENBANK
Carabus banonii	3023605	GCA_964291765.2	icCarBano7.2	2025-04-04	SAMEA115120758	PRJEB77255	PRJEB77256	SOURCE_DATABASE_GENBANK
Carabus staehlini	209733	GCA_977013385.1	icCarStae2.1	2025-11-07	SAMEA116325341	PRJEB94624	PRJEB94625	SOURCE_DATABASE_GENBANK
Carcharodus alceae	509358	GCA_964261735.1	ilCarAlce1.hap1.1	2024-09-10	SAMEA115109734	PRJEB79750	PRJEB78794	SOURCE_DATABASE_GENBANK
Carcharodus alceae	509358	GCA_964261725.1	ilCarAlce1.hap2.1	2024-09-08	SAMEA115109734	PRJEB79751	PRJEB78794	SOURCE_DATABASE_GENBANK
Cardamine hirsuta	50463	GCA_964212585.1	ddCarHirs1.hap1.1	2024-08-04	SAMEA110449234	PRJEB78625	PRJEB77314	SOURCE_DATABASE_GENBANK
Cardamine hirsuta	50463	GCA_964212615.1	ddCarHirs1.hap2.1	2024-08-03	SAMEA110449234	PRJEB78626	PRJEB77314	SOURCE_DATABASE_GENBANK
Carduus crispus	324586	GCA_976988675.1	daCarCris1.hap1.1	2025-11-08	SAMEA111431308	PRJEB98799	PRJEB76512	SOURCE_DATABASE_GENBANK
Carduus crispus	324586	GCA_976988795.1	daCarCris1.hap2.1	2025-11-08	SAMEA111431308	PRJEB98800	PRJEB76512	SOURCE_DATABASE_GENBANK
Carduus nutans	92906	GCA_965198395.2	daCarNuta1.hap1.2	2025-10-26	SAMEA111431186	PRJEB86800	PRJEB85430	SOURCE_DATABASE_GENBANK
Carduus nutans	92906	GCA_965198405.2	daCarNuta1.hap2.2	2025-10-27	SAMEA111431186	PRJEB86799	PRJEB85430	SOURCE_DATABASE_GENBANK
Caretta caretta	8467	GCA_965140235.1	rCarCar1.hap1	2025-02-13	SAMN46282778	PRJNA1211701	PRJNA1212178	SOURCE_DATABASE_GENBANK
Caretta caretta	8467	GCA_965140275.1	rCarCar1.hap2	2025-02-13	SAMN46282778	PRJNA1211702	PRJNA1212178	SOURCE_DATABASE_GENBANK
Carex acutiformis	140783	GCA_964417155.2	lpCarAcui1.hap1.2	2025-10-26	SAMEA110449455	PRJEB83074	PRJEB81067	SOURCE_DATABASE_GENBANK
Carex acutiformis	140783	GCA_964417035.2	lpCarAcui1.hap2.2	2025-10-26	SAMEA110449455	PRJEB83075	PRJEB81067	SOURCE_DATABASE_GENBANK
Carex arenaria	234466	GCA_964058765.1	lpCarAren1.1	2024-06-05	SAMEA110449358	PRJEB75835	PRJEB68038	SOURCE_DATABASE_GENBANK
Carex arenaria	234466	GCA_964058825.1	lpCarAren1.1 alternate haplotype	2024-05-21	SAMEA110449358	PRJEB75836	PRJEB68038	SOURCE_DATABASE_GENBANK
Carex caryophyllea	502401	GCA_964339005.2	lpCarCary1.hap1.2	2025-10-18	SAMEA11478569	PRJEB82344	PRJEB81069	SOURCE_DATABASE_GENBANK
Carex caryophyllea	502401	GCA_964338955.2	lpCarCary1.hap2.2	2025-10-26	SAMEA11478569	PRJEB82345	PRJEB81069	SOURCE_DATABASE_GENBANK
Carex depauperata	234461	GCA_964197715.1	lpCarDepa1.1	2024-07-06	SAMEA7522407	PRJEB77118	PRJEB50879	SOURCE_DATABASE_GENBANK
Carex depauperata	234461	GCA_964197725.1	lpCarDepa1.1 alternate haplotype	2024-07-04	SAMEA7522407	PRJEB77119	PRJEB50879	SOURCE_DATABASE_GENBANK
Carex distans	241205	GCA_964659625.2	lpCarDist1.hap1.2	2025-10-26	SAMEA112287517	PRJEB83718	PRJEB81071	SOURCE_DATABASE_GENBANK
Carex distans	241205	GCA_964659655.2	lpCarDist1.hap2.2	2025-10-26	SAMEA112287517	PRJEB83717	PRJEB81071	SOURCE_DATABASE_GENBANK
Carex divulsa	240680	GCA_964058785.1	lpCarDivu1.1	2024-06-05	SAMEA110450228	PRJEB75845	PRJEB68040	SOURCE_DATABASE_GENBANK
Carex divulsa	240680	GCA_964058895.1	lpCarDivu1.1 alternate haplotype	2024-05-21	SAMEA110450228	PRJEB75846	PRJEB68040	SOURCE_DATABASE_GENBANK
Carex echinata	234467	GCA_965279795.1	lpCarEchi2.hap1.1	2025-05-10	SAMEA114782725	PRJEB89419	PRJEB88758	SOURCE_DATABASE_GENBANK
Carex echinata	234467	GCA_965279845.1	lpCarEchi2.hap2.1	2025-05-10	SAMEA114782725	PRJEB89418	PRJEB88758	SOURCE_DATABASE_GENBANK
Carex elata	241206	GCA_965260875.2	lpCarElat1.hap1.2	2025-11-06	SAMEA112287516	PRJEB88803	PRJEB87945	SOURCE_DATABASE_GENBANK
Carex elata	241206	GCA_965260805.2	lpCarElat1.hap2.2	2025-11-06	SAMEA112287516	PRJEB88804	PRJEB87945	SOURCE_DATABASE_GENBANK
Carex extensa	241207	GCA_964341605.1	lpCarExte1.hap1.1	2024-11-28	SAMEA114782720	PRJEB82866	PRJEB79617	SOURCE_DATABASE_GENBANK
Carex extensa	241207	GCA_964341625.1	lpCarExte1.hap2.1	2024-11-27	SAMEA114782720	PRJEB82865	PRJEB79617	SOURCE_DATABASE_GENBANK
Carex hirta	15193	GCA_965112215.1	lpCarHirt1.hap1.1	2025-01-23	SAMEA111431176	PRJEB84042	PRJEB68028	SOURCE_DATABASE_GENBANK
Carex hirta	15193	GCA_965112195.1	lpCarHirt1.hap2.1	2025-01-23	SAMEA111431176	PRJEB84043	PRJEB68028	SOURCE_DATABASE_GENBANK
Carex laevigata	372271	GCA_964214065.1	lpCarLaev1.1	2024-08-26	SAMEA111431172	PRJEB78975	PRJEB68030	SOURCE_DATABASE_GENBANK
Carex laevigata	372271	GCA_964214055.1	lpCarLaev1.1 alternate haplotype	2024-08-27	SAMEA111431172	PRJEB78974	PRJEB68030	SOURCE_DATABASE_GENBANK
Carex nigra	234464	GCA_965278315.1	lpCarNigr3.hap1.1	2025-05-08	SAMEA9335561	PRJEB89214	PRJEB68032	SOURCE_DATABASE_GENBANK
Carex nigra	234464	GCA_965278325.1	lpCarNigr3.hap2.1	2025-05-07	SAMEA9335561	PRJEB89213	PRJEB68032	SOURCE_DATABASE_GENBANK
Carex pendula	312760	GCA_964058885.1	lpCarPend1.1	2024-06-05	SAMEA9143102	PRJEB75841	PRJEB68034	SOURCE_DATABASE_GENBANK
Carex pendula	312760	GCA_964058855.1	lpCarPend1.1 alternate haplotype	2024-05-21	SAMEA9143102	PRJEB75842	PRJEB68034	SOURCE_DATABASE_GENBANK
Carex riparia	312765	GCA_964374305.2	lpCarRipa1.hap1.2	2025-10-26	SAMEA114563348	PRJEB82989	PRJEB81075	SOURCE_DATABASE_GENBANK
Carex riparia	312765	GCA_964374325.2	lpCarRipa1.hap2.2	2025-10-26	SAMEA114563348	PRJEB82990	PRJEB81075	SOURCE_DATABASE_GENBANK
Carex rostrata	241230	GCA_964058835.2	lpCarRost1.2	2024-11-21	SAMEA9335117	PRJEB75832	PRJEB68042	SOURCE_DATABASE_GENBANK
Carex rostrata	241230	GCA_964058875.1	lpCarRost1.1 alternate haplotype	2024-05-21	SAMEA9335117	PRJEB75831	PRJEB68042	SOURCE_DATABASE_GENBANK
Carex spicata	240682	GCA_977035945.1	lpCarSpic1.1	2025-11-13	SAMEA114563450	PRJEB102693	PRJEB97530	SOURCE_DATABASE_GENBANK
Carex spicata	240682	GCA_977035845.1	lpCarSpic1.1 alternate haplotype	2025-11-13	SAMEA114563450	PRJEB102692	PRJEB97530	SOURCE_DATABASE_GENBANK
Carex sylvatica	241234	GCA_964058815.1	lpCarSylv1.1	2024-06-05	SAMEA110449450	PRJEB75833	PRJEB68036	SOURCE_DATABASE_GENBANK
Carex sylvatica	241234	GCA_964058845.1	lpCarSylv1.1 alternate haplotype	2024-05-21	SAMEA110449450	PRJEB75834	PRJEB68036	SOURCE_DATABASE_GENBANK
Carlina diae	538483	GCA_965177975.2	daCarDiae1.2	2025-07-03	SAMEA115717571	PRJEB84158	PRJEB84159	SOURCE_DATABASE_GENBANK
Carlina vulgaris	41500	GCA_965178275.1	daCarVulg1.hap1.1	2025-03-19	SAMEA112287347	PRJEB86211	PRJEB81005	SOURCE_DATABASE_GENBANK
Carlina vulgaris	41500	GCA_965178405.1	daCarVulg1.hap2.1	2025-03-19	SAMEA112287347	PRJEB86212	PRJEB81005	SOURCE_DATABASE_GENBANK
Carpatolechia proximella	687318	GCA_976225385.1	ilCarProx1.hap1.1	2025-10-08	SAMEA117574977	PRJEB97905	PRJEB96698	SOURCE_DATABASE_GENBANK
Carpatolechia proximella	687318	GCA_976225155.1	ilCarProx1.hap2.1	2025-10-26	SAMEA117574977	PRJEB97906	PRJEB96698	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977014995.1	dhCarBetu1.hap8.1	2025-10-31	SAMEA9143070	PRJEB101726	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977014925.1	dhCarBetu1.hap5.1	2025-11-07	SAMEA9143070	PRJEB101724	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977014935.1	dhCarBetu1.hap3.1	2025-11-07	SAMEA9143070	PRJEB101729	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977014945.1	dhCarBetu1.hap2.1	2025-10-31	SAMEA9143070	PRJEB101728	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977014955.1	dhCarBetu1.hap7.1	2025-11-07	SAMEA9143070	PRJEB101727	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977014975.1	dhCarBetu1.hap4.1	2025-10-31	SAMEA9143070	PRJEB101725	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977014985.1	dhCarBetu1.hap1.1	2025-11-08	SAMEA9143070	PRJEB101723	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpinus betulus	12990	GCA_977015005.1	dhCarBetu1.hap6.1	2025-10-31	SAMEA9143070	PRJEB101722	PRJEB89146	SOURCE_DATABASE_GENBANK
Carpobrotus edulis	379215	GCA_965788445.1	dcCarEdul1.hap1.1	2025-08-23	SAMEA110450299	PRJEB95116	PRJEB93978	SOURCE_DATABASE_GENBANK
Carpobrotus edulis	379215	GCA_965782825.1	dcCarEdul1.hap2.1	2025-08-09	SAMEA110450299	PRJEB95117	PRJEB93978	SOURCE_DATABASE_GENBANK
Carsia sororiata	685404	GCA_964340635.1	ilCarSoro1.hap1.1	2024-11-18	SAMEA115574586	PRJEB82582	PRJEB82165	SOURCE_DATABASE_GENBANK
Carsia sororiata	685404	GCA_964340605.1	ilCarSoro1.hap2.1	2024-11-18	SAMEA115574586	PRJEB82581	PRJEB82165	SOURCE_DATABASE_GENBANK
Carterocephalus silvicola	218722	GCA_964340745.1	ilCarSilv1.hap1.1	2024-11-18	SAMEA115575567	PRJEB82580	PRJEB81917	SOURCE_DATABASE_GENBANK
Carterocephalus silvicola	218722	GCA_964340685.1	ilCarSilv1.hap2.1	2024-11-18	SAMEA115575567	PRJEB82579	PRJEB81917	SOURCE_DATABASE_GENBANK
Cartodere bifasciata	1587142	GCA_963920755.1	icCarBifa1.1	2023-12-25	SAMEA9359442	PRJEB71555	PRJEB63497	SOURCE_DATABASE_GENBANK
Cartodere bifasciata	1587142	GCA_963920745.1	icCarBifa1.1 alternate haplotype	2023-12-25	SAMEA9359442	PRJEB71556	PRJEB63497	SOURCE_DATABASE_GENBANK
Caryocolum pullatella	1178033	GCA_976987475.1	ilCarPull1.hap1.1	2025-11-07	SAMEA117574686	PRJEB98706	PRJEB97002	SOURCE_DATABASE_GENBANK
Caryocolum pullatella	1178033	GCA_976987365.1	ilCarPull1.hap2.1	2025-10-10	SAMEA117574686	PRJEB98707	PRJEB97002	SOURCE_DATABASE_GENBANK
Cassiopea ornata	880217	GCA_964304725.1	jsCasOrna3.hap1.1	2024-11-07	SAMEA112358994	PRJEB82089	PRJEB80578	SOURCE_DATABASE_GENBANK
Cassiopea ornata	880217	GCA_964304735.1	jsCasOrna3.hap2.1	2024-11-07	SAMEA112358994	PRJEB82088	PRJEB80578	SOURCE_DATABASE_GENBANK
Cassiopea sp. PORT0000214	3146530	GCA_964204805.1	jsCasSpea1.1 alternate haplotype	2024-07-27	SAMEA111426942	PRJEB78400	PRJEB77017	SOURCE_DATABASE_GENBANK
Cassiopea sp. PORT0000214	3146530	GCA_964204825.1	jsCasSpea1.1	2024-07-27	SAMEA111426942	PRJEB78399	PRJEB77017	SOURCE_DATABASE_GENBANK
Cassiopea xamachana	12993	GCA_964235115.1	jsCasXama1.1	2024-08-31	SAMEA9196942	PRJEB79060	PRJEB77019	SOURCE_DATABASE_GENBANK
Cassiopea xamachana	12993	GCA_964235125.1	jsCasXama1.1 alternate haplotype	2024-08-29	SAMEA9196942	PRJEB79061	PRJEB77019	SOURCE_DATABASE_GENBANK
Castanea sativa	21020	GCA_965637385.1	dhCasSati1.hap2.1	2025-07-09	SAMEA110449452	PRJEB91627	PRJEB81047	SOURCE_DATABASE_GENBANK
Castanea sativa	21020	GCA_965637475.1	dhCasSati1.hap1.1	2025-07-09	SAMEA110449452	PRJEB91628	PRJEB81047	SOURCE_DATABASE_GENBANK
Castor fiber	10185	GCA_977036005.1	mCasFib1.1	2025-11-13	SAMEA9654421	PRJEB102695	PRJEB98750	SOURCE_DATABASE_GENBANK
Castor fiber	10185	GCA_977035955.1	mCasFib1.1 alternate haplotype	2025-11-13	SAMEA9654421	PRJEB102694	PRJEB98750	SOURCE_DATABASE_GENBANK
Cataclysta lemnata	1594245	GCA_963931975.1	ilCatLemn2.1	2024-02-08	SAMEA112963103	PRJEB72264	PRJEB72119	SOURCE_DATABASE_GENBANK
Cataclysta lemnata	1594245	GCA_963931965.1	ilCatLemn2.1 alternate haplotype	2024-02-08	SAMEA112963103	PRJEB72263	PRJEB72119	SOURCE_DATABASE_GENBANK
Cataglyphis aphrodite	3229133	GCA_977009155.1	iyCatAphr12.1	2025-10-19	SAMEA116289151	PRJEB96319	PRJEB96352	SOURCE_DATABASE_GENBANK
Catarhoe cuculata	934923	GCA_964341365.1	ilCatCucu1.hap1.1	2024-11-27	SAMEA115574984	PRJEB82807	PRJEB82135	SOURCE_DATABASE_GENBANK
Catarhoe cuculata	934923	GCA_964341385.1	ilCatCucu1.hap2.1	2024-11-27	SAMEA115574984	PRJEB82808	PRJEB82135	SOURCE_DATABASE_GENBANK
Catocala nupta	423320	GCA_963675205.1	ilCatNupt1.1	2023-12-09	SAMEA7520180	PRJEB69553	PRJEB65729	SOURCE_DATABASE_GENBANK
Catocala nupta	423320	GCA_963675195.1	ilCatNupt1.1 alternate haplotype	2023-12-11	SAMEA7520180	PRJEB69554	PRJEB65729	SOURCE_DATABASE_GENBANK
Catocala promissa	1734906	GCA_965154605.1	ilCatProm1.hap1.1	2025-02-28	SAMEA114644839	PRJEB86087	PRJEB85044	SOURCE_DATABASE_GENBANK
Catocala promissa	1734906	GCA_965154525.1	ilCatProm1.hap2.1	2025-02-28	SAMEA114644839	PRJEB86086	PRJEB85044	SOURCE_DATABASE_GENBANK
Catops nigricans	346753	GCA_965642125.1	icCatNigr1.hap1.1	2025-07-18	SAMEA114805637	PRJEB92392	PRJEB89625	SOURCE_DATABASE_GENBANK
Catops nigricans	346753	GCA_965642105.1	icCatNigr1.hap2.1	2025-07-18	SAMEA114805637	PRJEB92393	PRJEB89625	SOURCE_DATABASE_GENBANK
Catoptria furcatella	1241338	GCA_966095715.1	ilCatFura1.hap1.1	2025-08-23	SAMEA117574378	PRJEB95791	PRJEB92258	SOURCE_DATABASE_GENBANK
Catoptria furcatella	1241338	GCA_966096585.1	ilCatFura1.hap2.1	2025-08-23	SAMEA117574378	PRJEB95792	PRJEB92258	SOURCE_DATABASE_GENBANK
Catoptria permutatellus	1869556	GCA_971856475.1	ilCatPerm1.hap1.1	2025-09-13	SAMEA117575265	PRJEB96110	PRJEB92260	SOURCE_DATABASE_GENBANK
Catoptria permutatellus	1869556	GCA_971856455.1	ilCatPerm1.hap2.1	2025-09-11	SAMEA117575265	PRJEB96111	PRJEB92260	SOURCE_DATABASE_GENBANK
Catostylus mosaicus	237413	GCA_964019065.1	jsCatMosa1.1	2024-03-24	SAMEA111426855	PRJEB74214	PRJEB73685	SOURCE_DATABASE_GENBANK
Catostylus mosaicus	237413	GCA_964019045.1	jsCatMosa1.1 alternate haplotype	2024-03-23	SAMEA111426855	PRJEB74213	PRJEB73685	SOURCE_DATABASE_GENBANK
Cauchas fibulella	1100941	GCA_965226335.1	ilCauFibu1.hap1.1	2025-03-27	SAMEA114805654	PRJEB87571	PRJEB84255	SOURCE_DATABASE_GENBANK
Cauchas fibulella	1100941	GCA_965226765.1	ilCauFibu1.hap2.1	2025-03-28	SAMEA114805654	PRJEB87570	PRJEB84255	SOURCE_DATABASE_GENBANK
Cauchas rufimitrella	753286	GCA_965201095.1	ilCauRufi1.hap1.1	2025-03-13	SAMEA114644634	PRJEB86870	PRJEB84101	SOURCE_DATABASE_GENBANK
Cauchas rufimitrella	753286	GCA_965200275.1	ilCauRufi1.hap2.1	2025-03-14	SAMEA114644634	PRJEB86871	PRJEB84101	SOURCE_DATABASE_GENBANK
Caulastraea furcata	46696	GCA_965607595.1	jaCauFurc1.1	2025-07-07	SAMEA115388630	PRJEB90642	PRJEB82187	SOURCE_DATABASE_GENBANK
Caulastraea furcata	46696	GCA_965607615.1	jaCauFurc1.1 alternate haplotype	2025-07-07	SAMEA115388630	PRJEB90643	PRJEB82187	SOURCE_DATABASE_GENBANK
Cedestis gysseleniella	1101090	GCA_976917565.1	ilCedGyss1.hap1.1	2025-10-08	SAMEA117573463	PRJEB97138	PRJEB94678	SOURCE_DATABASE_GENBANK
Cedestis gysseleniella	1101090	GCA_976917545.1	ilCedGyss1.hap2.1	2025-10-04	SAMEA117573463	PRJEB97139	PRJEB94678	SOURCE_DATABASE_GENBANK
Cedrorum azoricus	3116505	GCA_965287095.1	icCedAzor3.1	2025-06-07	SAMEA115469870	PRJEB84164	PRJEB84165	SOURCE_DATABASE_GENBANK
Celypha cespitana	1030479	GCA_977012545.1	ilCelCesp1.hap2.1	2025-10-31	SAMEA117573486	PRJEB101236	PRJEB97004	SOURCE_DATABASE_GENBANK
Celypha cespitana	1030479	GCA_977012535.1	ilCelCesp1.hap1.1	2025-11-07	SAMEA117573486	PRJEB101237	PRJEB97004	SOURCE_DATABASE_GENBANK
Celypha lacunana	1594247	GCA_964237635.1	ilCelLacu3.1	2024-08-31	SAMEA114805555	PRJEB79207	PRJEB76538	SOURCE_DATABASE_GENBANK
Celypha lacunana	1594247	GCA_964237625.1	ilCelLacu3.1 alternate haplotype	2024-08-29	SAMEA114805555	PRJEB79208	PRJEB76538	SOURCE_DATABASE_GENBANK
Celypha rufana	1030480	GCA_971854235.1	ilCelRufa1.hap2.1	2025-09-13	SAMEA117573491	PRJEB96112	PRJEB94694	SOURCE_DATABASE_GENBANK
Celypha rufana	1030480	GCA_971867225.1	ilCelRufa1.hap1.1	2025-09-14	SAMEA117573491	PRJEB96113	PRJEB94694	SOURCE_DATABASE_GENBANK
Celypha striana	1030481	GCA_965642925.1	ilCelStri2.hap1.1	2025-07-19	SAMEA115574998	PRJEB93848	PRJEB84115	SOURCE_DATABASE_GENBANK
Celypha striana	1030481	GCA_965642915.1	ilCelStri2.hap2.1	2025-07-19	SAMEA115574998	PRJEB93849	PRJEB84115	SOURCE_DATABASE_GENBANK
Celypha tiedemanniana	2561073	GCA_977014705.1	ilCelTied1.hap1.1	2025-11-07	SAMEA117573426	PRJEB101661	PRJEB96964	SOURCE_DATABASE_GENBANK
Celypha tiedemanniana	2561073	GCA_977014575.1	ilCelTied1.hap2.1	2025-11-08	SAMEA117573426	PRJEB101660	PRJEB96964	SOURCE_DATABASE_GENBANK
Centaurium erythraea	172057	GCA_965637405.1	daCenEryt1.hap1.1	2025-07-09	SAMEA11478530	PRJEB91621	PRJEB79864	SOURCE_DATABASE_GENBANK
Centaurium erythraea	172057	GCA_965637515.1	daCenEryt1.hap2.1	2025-07-09	SAMEA11478530	PRJEB91622	PRJEB79864	SOURCE_DATABASE_GENBANK
Cepaea hortensis	97200	GCA_963921405.1	xgCepHort1.1	2024-01-10	SAMEA9312581	PRJEB71726	PRJEB70264	SOURCE_DATABASE_GENBANK
Cepaea hortensis	97200	GCA_963921395.1	xgCepHort1.1 alternate haplotype	2024-01-08	SAMEA9312581	PRJEB71725	PRJEB70264	SOURCE_DATABASE_GENBANK
Cepaea nemoralis	28835	GCA_964166675.2	xgCepNemo3.hap2.2	2024-06-06	SAMEA9312586	PRJEB76209	PRJEB61200	SOURCE_DATABASE_GENBANK
Cepaea nemoralis	28835	GCA_964147875.1	xgCepNemo3.hap1.1	2024-06-06	SAMEA9312586	PRJEB76210	PRJEB61200	SOURCE_DATABASE_GENBANK
Cephalopholis fulva	160705	GCA_977019285.1	fCepFul1.1	2025-11-07	SAMEA120138581	PRJEB97340	PRJEB97338	SOURCE_DATABASE_GENBANK
Cephus spinipes	1001278	GCA_963971525.1	iyCepSpin2.1	2024-03-07	SAMEA112221807	PRJEB73538	PRJEB66059	SOURCE_DATABASE_GENBANK
Ceraclea dissimilis	446427	GCA_963576895.1	iiCerDiss1.1	2023-11-04	SAMEA112963029	PRJEB68066	PRJEB66416	SOURCE_DATABASE_GENBANK
Ceraclea dissimilis	446427	GCA_963576855.1	iiCerDiss1.1 alternate haplotype	2023-11-05	SAMEA112963029	PRJEB68065	PRJEB66416	SOURCE_DATABASE_GENBANK
Ceramica pisi	988087	GCA_963859965.1	ilCerPisi1.1	2023-12-17	SAMEA112198383	PRJEB71319	PRJEB65408	SOURCE_DATABASE_GENBANK
Ceramica pisi	988087	GCA_963859975.1	ilCerPisi1.1 alternate haplotype	2023-12-17	SAMEA112198383	PRJEB71320	PRJEB65408	SOURCE_DATABASE_GENBANK
Cerapteryx graminis	980960	GCA_965112785.1	ilCerGram1.hap1.1	2025-01-24	SAMEA112819854	PRJEB84407	PRJEB76335	SOURCE_DATABASE_GENBANK
